id,name,name_secondary,freephone,phone,email,website,contact_page,last_modified,address_physical_extended,address_physical_street,address_physical_locality,address_physical_postcode,address_physical_country,address_postal_extended,address_postal_street,address_postal_locality,address_postal_postcode,address_postal_country,sector,parent_id
rangitikei-district-council,Rangitikei District Council,,0800422522,+6463270099,info@rangitikei.govt.nz,http://www.rangitikei.govt.nz/,https://www.rangitikei.govt.nz/council/about/contact-us,2022-10-14,,46 High Street,Marton,,New Zealand,,Private Bag 1102,Marton,4741,New Zealand,District Council,
real-estate-authority,Real Estate Authority,,08003677322,+6444718930,info@rea.govt.nz,https://www.rea.govt.nz/,https://www.rea.govt.nz/contact-us/,2020-08-17,,3 The Terrace,Wellington,6011,New Zealand,,PO Box 25371,Wellington,6146,,Crown agents,
realme,RealMe®,,0800664774,+6444620674,,https://www.realme.govt.nz/,https://www.realme.govt.nz/contact-us/,2024-07-17,,,,,,,,,,,,department-of-internal-affairs
registrar-of-unions,Registrar of Unions,,,0508762438,,,,2016-10-31,,15 Stout Street,Wellington,6011,New Zealand,,,,,,Public Service,ministry-of-business-innovation-and-employment
remuneration-authority,Remuneration Authority,,,+6444993068,info@remauthority.govt.nz,http://remauthority.govt.nz/,http://remauthority.govt.nz/contact-us/,2021-08-25,,105 The Terrace,Wellington,6140,New Zealand,,PO Box 10 084,Wellington,6143,New Zealand,Statutory entities,
research-and-education-advanced-network-new-zealand,REANNZ,,,+6449131090,info@reannz.co.nz,http://reannz.co.nz/,http://reannz.co.nz/contact-us,2022-01-14,,22 The Terrace,Wellington,6011,New Zealand,,PO Box 3325  ,Wellington,6140,New Zealand,Public Finance Act Schedule 4a companies,
reserve-bank-of-new-zealand,Reserve Bank of New Zealand,,,+6444722029,rbnz-info@rbnz.govt.nz,https://www.rbnz.govt.nz,https://www.rbnz.govt.nz/contact-us,2020-08-05,,2 The Terrace,Wellington,6140,New Zealand,,PO Box 2498,Wellington,6140,New Zealand,State Services,
resolution-services,Resolution Services,,0800209020,,,https://employment.govt.nz/resolving-problems/steps-to-resolve/mediation/what-is-mediation/,https://employment.govt.nz/about/contact-us/,2020-09-28,,15 Stout Street,Wellington,6011,New Zealand,,,,,,Public Service,ministry-of-business-innovation-and-employment
rotorua-lakes-council,Rotorua Lakes Council,Te kaunihera o ngā o Rotorua,,+6473484199,info@rotorualc.nz,https://www.rotorualakescouncil.nz/,https://www.rotorualakescouncil.nz/contact-us,2022-10-18,,1061 Haupapa Street,Rotorua,,New Zealand,,Private Bag 3029,Rotorua,3046,New Zealand,District Council,
royal-new-zealand-airforce,Royal New Zealand Airforce,,,+6444960999,,http://www.airforce.mil.nz/,http://www.airforce.mil.nz/contact-us/,2016-10-31,,2-12 Aitken Street,Wellington,,New Zealand,,Private Bag 39997,Wellington,,New Zealand,Non-Public Service departments,new-zealand-defence-force
royal-new-zealand-navy,Royal New Zealand Navy,Te Taua Moana O Aotearoa,,+6444960999,,http://www.navy.mil.nz/,https://www.nzdf.mil.nz/nzdf/contact-us/?enquiry-type=navy,2021-01-13,,2-12 Aitken Street,Wellington,,New Zealand,,Private Bag 39997,Wellington,,New Zealand,Non-Public Service departments,new-zealand-defence-force
ruapehu-district-council,Ruapehu District Council,,,+6478958188,info@ruapehudc.govt.nz,http://www.ruapehudc.govt.nz,https://www.ruapehudc.govt.nz/our-council/council-contact-information,2022-10-13,,59 - 61 Huia Street,Taumarunui,3920,New Zealand,,Private Bag 1001,Taumarunui,3946,New Zealand,District Council,
scion,Scion,,,+6473435899,enquiries@scionresearch.com,http://www.scionresearch.com/,http://www.scionresearch.com/about-us/about-scion/location-and-contact,2020-07-30,,49 Sala Street,Rotorua,3010,New Zealand,,Private Bag 3020,Rotorua,3046,New Zealand,Crown Research Institutes,
selwyn-district-council,Selwyn District Council,,,+6433472800,admin@selwyn.govt.nz,http://www.selwyn.govt.nz/,https://www.selwyn.govt.nz/your-council/contact-us,2022-10-13,,2 Norman Kirk Drive,Rolleston,7614,New Zealand,,PO Box 90,Rolleston,7643,New Zealand,District Council,
senior-services,Senior Services,,0800552002,+6495839909,seniors@msd.govt.nz,http://www.seniors.msd.govt.nz,https://www.msd.govt.nz/what-we-can-do/seniorcitizens/index.html,2021-07-28,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 5054,Wellington,6145,New Zealand,Public Service,ministry-of-social-development
serious-fraud-office,Serious Fraud Office,Te Tari Hara Taware,0800109800,+6493030121,enquiries@sfo.govt.nz,http://sfo.govt.nz/,http://sfo.govt.nz/contact,2020-07-30,,21 Queen Street,Auckland,1010,New Zealand,,PO Box 7124,Auckland,1141,New Zealand,Public Service,
social-investment-agency,Social Investment Agency (SIA),,,,info@sia.govt.nz,https://sia.govt.nz/,https://sia.govt.nz/about/contact-us,2025-01-30,,117 Lambton Quay,Wellington,6011,,,PO Box 639,Wellington,6140,,Public Service,
social-workers-registration-board,Social Workers Registration Board,Kāhui Whakamana Tauwhiro,0508797269,+6449312650,office@swrb.govt.nz,http://www.swrb.govt.nz,http://www.swrb.govt.nz/contact-us,2020-07-30,,110 Featherston Street,Wellington,6011,New Zealand,,PO Box 3452,Wellington,6140,New Zealand,Crown agents,
south-taranaki-district-council,South Taranaki District Council,,0800111323,+6462780555,contact@stdc.govt.nz,http://www.southtaranaki.com/,https://www.southtaranaki.com/our-council/contact-us/?ed-step=1,2022-10-13,,105 - 111 Albion Street,Hawera,4610,New Zealand,,Private Bag 902,Hawera,4640,New Zealand,District Council,
south-waikato-district-council,South Waikato District Council,,,+6478850340,info@southwaikato.govt.nz,http://www.southwaikato.govt.nz/,https://www.southwaikato.govt.nz/our-council/council-contacts,2022-10-18,,1 - 5 Torphin Crescent,Tokoroa,3420,New Zealand,,Private bag 7,Tokoroa,3444,New Zealand,District Council,
south-wairarapa-district-council,South Wairarapa District Council,,,+6463069611,enquiries@swdc.govt.nz,http://www.swdc.govt.nz/,http://www.swdc.govt.nz/contact,2022-10-14,,19 Kitchener Street,Martinborough,5711,New Zealand,,PO Box 6,Martinborough,5741,New Zealand,District Council,
southern-institute-of-technology,Southern Institute of Technology,Te Whare Wananga O Murihiku,0800403337,+6432112699,info@sit.ac.nz,http://www.sit.ac.nz/,http://www.sit.ac.nz/contact,2024-05-08,,133  Tay Street,Invercargill,9840,New Zealand,,Private Bag 90114,Invercargill,9840,New Zealand,Polytechnics/Institutes of technology,te-pukenga
southern-response-earthquake-services-limited,Southern Response Earthquake Services Limited,Urupare ki te Tonga,0800501525,,claims@southernresponse.co.nz,http://www.southernresponse.co.nz/,http://www.southernresponse.co.nz/contact-us/,2020-07-30,,6 Show Place,Christchurch,,New Zealand,,PO Box 9052,Christchurch,8149,,Public Finance Act Schedule 4a companies,
southland-district-council,Southland District Council,,0800732732,+6432112500,emailsdc@southlanddc.govt.nz,http://www.southlanddc.govt.nz/,http://www.southlanddc.govt.nz/home/contact-us/,2022-10-10,,15 Forth Street,Invercargill,9810,New Zealand,,PO Box 903,Invercargill,9840,New Zealand,District Council,
southland-fish-and-game-council,Southland Fish and Game Council,,,+6432159117,southland@fishandgame.org.nz,https://fishandgame.org.nz/southland/,https://fishandgame.org.nz/southland,2020-07-30,,159 North Road,Invercargill,9810,New Zealand,,PO Box 159,Invercargill,9840,New Zealand,Regional,new-zealand-fish-and-game-council
sport-new-zealand,Sport New Zealand,Ihi Aotearoa,,+6444728058,,https://sportnz.org.nz/,https://sportnz.org.nz/about-us/contact-us/,2020-08-17,,29 Brandon Street,Wellington,6011,New Zealand,,PO Box 2251,Wellington,6140,New Zealand,Crown agents,
standards-new-zealand,Standards New Zealand,Paerewa Aotearoa,0800782632(NZonly),+6439434259(outsideNZ),enquiries@standards.co.nz,http://www.standards.co.nz/,https://www.standards.govt.nz/about/contact/,2021-10-20,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 1473,Wellington,6140,New Zealand,Public Service,ministry-of-business-innovation-and-employment
state-housing-appeals-authority,State Housing Appeals Authority,,0800223022,,,,https://www.building.govt.nz/about-building-performance/contact-us/,2021-10-20,,,,,,,PO Box 50394,Porirua,,New Zealand,Public Service,ministry-of-business-innovation-and-employment
statistics-new-zealand,Stats NZ,Tatauranga Aotearoa,,+6449314600,info@stats.govt.nz,http://www.stats.govt.nz/,https://www.stats.govt.nz/contact-us,2020-07-30,,8 Willis Street,Wellington,6011,,,PO Box 2922,Wellington,6140,,Public Service,
stratford-district-council,Stratford District Council,,,+6467656099,stratforddc@stratford.govt.nz,http://www.stratford.govt.nz/,https://www.stratford.govt.nz/our-council/contact-us,2021-10-20,,61-63 Miranda Street,Stratford,,New Zealand,,PO Box 320,Stratford,4352,New Zealand,District Council,
studylink,StudyLink,Hoto Akoranga,0800889900,+6449173107(callingfromoverseas),,http://www.studylink.govt.nz,http://www.studylink.govt.nz/about-studylink/contact-us/,2020-06-15,,56 The Terrace,Wellington,6011,New Zealand,,StudyLink  PO Box 38610,Wellington,5045,New Zealand,Public Service,ministry-of-social-development
supreme-court-of-new-zealand,Supreme Court of New Zealand,,,+6449188222,supremecourt@justice.govt.nz,https://www.courtsofnz.govt.nz/the-courts/supreme-court/,https://www.courtsofnz.govt.nz/the-courts/supreme-court/contact/,2020-03-23,,85 Lambton Quay,Wellington,6011,New Zealand,,,,,,Public Service,
tai-poutini-polytechnic,Tai Poutini Polytechnic,,0800800411,(03)7699400,info@tpp.ac.nz,https://tpp.ac.nz/,https://tpp.ac.nz/contact/,2021-07-07,,73-87 Tainui Street,Greymouth,7840,,,Private Bag 607,Greymouth,7840,,Polytechnics/Institutes of technology,te-pukenga
tairawhiti-polytechnic,Tairāwhiti Polytechnic,Te Kuratini o Te Tairāwhiti,08002255348,+6468690810,tairawhiti@eit.ac.nz,http://www.eit.ac.nz/campus/tairawhiti/,http://www.eit.ac.nz/contact/,2020-07-30,,290 Palmerston Road,Gisborne,4010,New Zealand,,PO Box 640,Gisborne,4010,New Zealand,Polytechnics/Institutes of technology,eastern-institute-of-technology
takeovers-panel,Takeovers Panel,,,+6448158420,takeovers.panel@takeovers.govt.nz,http://www.takeovers.govt.nz/,http://www.takeovers.govt.nz/footer/contact-us/,2024-05-28,,70 The Terrace,Wellington,6011,New Zealand,,PO Box 1171,Wellington,6140,New Zealand,Independent Crown entities,
tamaki-redevelopment-company,Tāmaki Redevelopment Company,,0800521555,,info@tamakiregeneration.co.nz,,,2022-10-12,,244 Apirana Avenue,Auckland,1072,,,PO Box 18070,Auckland,1743,,Public Finance Act Schedule 4a companies,
taranaki-fish-and-game-council,Taranaki Fish and Game Council,,,+6463454908,taranaki@fishandgame.org.nz,https://fishandgame.org.nz/taranaki/,https://fishandgame.org.nz/taranaki,2020-07-30,,124 Ridgway Street,Wanganui,4500,New Zealand,,PO Box 4152,Wanganui,4541,New Zealand,Regional,new-zealand-fish-and-game-council
taranaki-regional-council,Taranaki Regional Council,,0800736222,+6467657127,info@trc.govt.nz,http://www.trc.govt.nz/,http://www.trc.govt.nz/contact-us/,2022-10-07,,47 Cloten Road,Stratford,4332,New Zealand,,Private Bag 713,Stratford,4352,New Zealand,Regional Council,
tararua-district-council,Tararua District Council,,,+6463744080,info@tararuadc.govt.nz,http://www.tararuadc.govt.nz/,https://www.tararuadc.govt.nz/Home/Contact-Us,2022-10-14,,26 Gordon Street,Dannevirke,,New Zealand,,PO Box 115,Dannevirke,4942,New Zealand,District Council,
tasman-district-council,Tasman District Council,,,+6435438400,info@tasman.govt.nz,http://www.tasman.govt.nz/,http://www.tasman.govt.nz/contact-us/,2022-10-14,,189 Queen Street,Nelson,7050,New Zealand,,Private Bag 4,Nelson,7050,New Zealand,District Council,
taumata-arowai,Taumata Arowai,,,+6448898350,info@taumataarowai.govt.nz,https://www.taumataarowai.govt.nz,https://www.taumataarowai.govt.nz/about/contact-us/,2021-12-22,,,,,,,"Level 2, 10 Brandon Street,  PO Box 628",Wellington,6140,New Zealand,Crown agents,
taupo-district-council,Taupō District Council,,0800275832,+6473760899,info@taupo.govt.nz,http://www.taupodc.govt.nz/,https://www.taupodc.govt.nz/council/contact-us,2020-06-10,,46 Horomatangi Street,Taupo,3330,New Zealand,,Private Bag 2005,Taupo,3352,New Zealand,District Council,
tauranga-city-council,Tauranga City Council,,,+6475777000,info@tauranga.govt.nz,http://www.tauranga.govt.nz/,http://www.tauranga.govt.nz/contact-us.aspx,2022-10-11,,91  Willow Street,Tauranga,3143,New Zealand,,Private Bag 12022,Tauranga,3143,New Zealand,City Council,
te-aho-o-te-kahu,Te Aho o Te Kahu,Cancer Control Agency,,,info@teaho.govt.nz,http://www.teaho.govt.nz/,,2021-11-01,,,,,,,133 Molesworth Street,Wellington,6011,,Public Service,
te-ara-ahunga-ora-retirement-commission,Te Ara Ahunga Ora,Retirement Commission,,+6493560052,office@retirement.govt.nz,https://retirement.govt.nz/,https://retirement.govt.nz/about/contact-us/,2021-10-13,,19 Victoria Street W,Auckland,1010,(main office),,PO Box 106-056,Auckland City,1143,,Autonomous crown entities,
te-kura,Te Kura,Te Aho o Te Kura Pounamu,0800659988,+6444736841,info@tekura.school.nz,http://www.tekura.school.nz/,http://www.tekura.school.nz/contact-us,2021-11-01,,11 Portland Crescent,Wellington,,New Zealand,,Private Bag 39992  Wellington Mail Centre,Lower Hutt,5045,New Zealand,Statutory entities,
te-mangai-paho,Te Māngai Pāho,Te Reo Whakapuaki Irirangi,,+6449150700,info@tmp.govt.nz,http://www.tmp.govt.nz/,http://www.tmp.govt.nz/contact,2020-08-17,,143 Lambton Quay,Wellington,6011,New Zealand,,PO Box 10-004,Wellington,6143,New Zealand,Autonomous crown entities,te-puni-kokiri
te-matawai,Te Mātāwai,,,+6444998907,patai@tematawai.maori.nz,https://www.tematawai.maori.nz/,,2021-11-01,,139 Featherston Street,Wellington,6011,,,PO Box 844,Wellington,6140,,Statutory entities,
te-pukenga,Te Pūkenga,,0800862284,,info@tepukenga.ac.nz,https://xn--tepkenga-szb.ac.nz/,,2021-04-16,,Cnr Anglesea and Nisbet Streets,Hamilton,3204,,,"Level 1, Wintec House  Cnr Anglesea and Nisbet Street",Hamilton,3204,,Polytechnics/Institutes of technology,
te-puni-kokiri,Te Puni Kōkiri,Ministry of Māori Development-Te Puni Kōkiri,,+6448196000,info@tpk.govt.nz,http://www.tpk.govt.nz,http://www.tpk.govt.nz/en/whakapa-mai/,2020-10-22,,143 Lambton Quay,Wellington,6011,New Zealand,,PO Box 3943,Wellington,6140,New Zealand,Public Service,
te-taura-whiri-i-te-reo-maori-maori-language-comm,Te Taura Whiri i te Reo Māori,Māori Language Commission,,+6444710244,info@tetaurawhiri.govt.nz,http://www.tetaurawhiri.govt.nz/,https://www.tetaurawhiri.govt.nz/,2020-09-10,,10 Customhouse Quay,Wellington,6011,New Zealand,,PO Box 411  ,Wellington,6140,New Zealand,Autonomous crown entities,
te-tumu-paeroa,Te Tumu Paeroa,,0800943682,+6444744600,contact@tetumupaeroa.co.nz,https://www.tetumupaeroa.co.nz/,https://www.tetumupaeroa.co.nz/contact/,2020-08-17,,110  Featherston Street,Wellington,6011,New Zealand,,PO Box 5038,Wellington,6145,New Zealand,Other (bodies corporate),te-puni-kokiri
te-wananga-o-aotearoa,Te Wānanga o Aotearoa,,0800355553,+6478701087,sales@twoa.ac.nz,http://www.twoa.ac.nz/,http://www.twoa.ac.nz/Hononga-Stay-Connected/Contact-us,2020-09-10,,320 Factory Road,Te Awamutu,3840,New Zealand,,PO Box 151,Te Awamutu,3840,New Zealand,Wānanga,
te-wananga-o-raukawa,Te Wānanga o Raukawa,,08009262642,+6463649011,tetomonga@twor-otaki.ac.nz,http://www.wananga.com/,https://www.wananga.com/contact-us,2022-01-10,,144 Tasman Road,Otaki,5512,New Zealand,,PO Box 119,Otaki,5542,New Zealand,Wānanga,
te-whare-wananga-o-awanuiarangi,Te Whare Wānanga o Awanuiārangi,,0508926264,+6473063285,enquiries@wananga.ac.nz,http://www.wananga.ac.nz/,http://www.wananga.ac.nz/contact-us,2020-08-17,,13 Domain Road,Whakatane,,New Zealand,,Private Bag 1006,Whakatane,3158,New Zealand,Wānanga,
teaching-council-of-aotearoa-new-zealand,Teaching Council of Aotearoa New Zealand,,,+6444710852,enquiries@teachingcouncil.nz,https://teachingcouncil.nz/,https://teachingcouncil.nz/contact-us/,2021-01-14,,7 Waterloo Quay,Wellington,6011,New Zealand,,PO Box 5326,Wellington,6140,New Zealand,Statutory entities,
teachnz,TeachNZ,,0800165225,,teachnz.admin@education.govt.nz,http://www.teachnz.govt.nz,http://www.teachnz.govt.nz/contact-us,2016-10-31,,33 Bowen Street,Wellington,6011,New Zealand,,PO Box 1666,Wellington,6140,New Zealand,Public Service,ministry-of-education
telarc-limited,Telarc Limited,,0800004004,,info@telarc.co.nz,http://www.telarc.co.nz/,http://www.telarc.co.nz/contact/,2020-07-30,,626 Great South Road,Auckland,1051,New Zealand,,Private Bag 28901,Auckland,1541,New Zealand,Autonomous crown entities,accreditation-council
telecommunications,Telecommunication Dispute Resolution,,0508989898,+6449184900,contact@tdr.org.nz,http://www.tdr.org.nz/,http://www.tdr.org.nz/contact-us,2016-10-31,,109 Featherston Street,Wellington,6011,New Zealand,,Freepost 214075  PO Box 5573,Wellington,6145,New Zealand,,
television-new-zealand-limited,Television New Zealand Limited,Te Reo Tataki o Aotearoa,,+6499167000,,http://tvnz.co.nz/,http://tvnz.co.nz/tvnz-corporate-comms/feedback-form-4935039,2020-07-30,,100 Victoria Street West,Auckland,,New Zealand,,PO Box 3819,Auckland,1140,New Zealand,Other companies,
telford-rural-polytechnic,Telford Rural Polytechnic,Te Whare Wanaka O Puerua,0800835367,+6434190300,enquiry@telford.ac.nz,http://www.telford.ac.nz/,http://www.telford.ac.nz/Contact/,2020-07-30,,498  Owaka Highway,Otago,9271,New Zealand,,PO Box 6  ,Otago,9240,New Zealand,Universities,lincoln-university
tenancy-services,Tenancy Services,,0800836262,+6442384695,info@tenancy.govt.nz,http://www.tenancy.govt.nz/,http://www.tenancy.govt.nz/about-tenancy-services/contact-us/,2020-09-30,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 50-546,Wellington,6143,New Zealand,Public Service,ministry-of-business-innovation-and-employment
tertiary-education-commission,Tertiary Education Commission,Te Amorangi Mātauranga Matua,0800601301,+6444625201,customerservice@tec.govt.nz,http://www.tec.govt.nz,http://www.tec.govt.nz/contact-us,2022-08-12,,44 The Terrace,Wellington,6011,New Zealand,,PO Box 27 048,Wellington,6141,New Zealand,Crown agents,
thames-coromandel-district-council,Thames-Coromandel District Council,,,+6478680200,customer.services@tcdc.govt.nz,http://www.tcdc.govt.nz/,http://www.tcdc.govt.nz/Your-Council/Contact-Us/,2022-10-11,,515 Mackay Street,Thames,3500,New Zealand,,Private Bag 1001,Thames,3540,New Zealand,District Council,
the-office-for-maori-crown-relations-te-arawhiti,The Office for Māori Crown Relations – Te Arawhiti,,,+6444949800,,http://www.tearawhiti.govt.nz,,2021-04-14,,19  Aitken Street,Wellington,6011,New Zealand,,DX SX10111,Wellington,,New Zealand,Public Service,
the-treasury,The Treasury,Te Tai Ōhanga,,+6444722733,info@treasury.govt.nz,http://www.treasury.govt.nz/,http://www.treasury.govt.nz/abouttreasury/contactus,2020-07-30,,1 The Terrace,Wellington,,New Zealand,,PO Box 3724,Wellington,6140,New Zealand,Public Service,
timaru-district-council,Timaru District Council,,,+6436877200,enquiry@timdc.govt.nz,http://www.timaru.govt.nz/,https://www.timaru.govt.nz/tell-us/contact-us,2020-06-10,,2 King George Place,Timaru,7910,New Zealand,,PO Box 522,Timaru,7940,New Zealand,District Council,
toi-ohomai-institute-of-technology,Toi Ohomai Institute of Technology,,0800864646,,info@toiohomai.ac.nz,https://toiohomai.ac.nz/,https://toiohomai.ac.nz/about/contact-us,2020-07-30,,Mokoia Drive,Rotorua,3015,New Zealand,,Private Bag 3028,Rotorua,3046,New Zealand,Polytechnics/Institutes of technology,
trading-standards,Trading Standards,,0508627774,,tradingstandards@mbie.govt.nz,https://www.tradingstandards.govt.nz/,,2021-10-13,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 1473,Wellington,6140,New Zealand,Public Service,ministry-of-business-innovation-and-employment
transport-accident-investigation-commission,Transport Accident Investigation Commission,Te Kōmihana Tirotiro Aituā Waka,,+6444733112,info@taic.org.nz,http://www.taic.org.nz/,https://www.taic.org.nz/contact-us,2023-04-24,,10 Brandon Street,Wellington,6011,New Zealand,,PO Box 10323,Wellington,6140,New Zealand,Independent Crown entities,
transpower-new-zealand-limited,Transpower,,,+6444957000,,https://www.transpower.co.nz,https://www.transpower.co.nz/about-us/what-we-do/contact-us,2020-07-30,,96 The Terrace,Wellington,6011,New Zealand,,PO Box 1021,Wellington,6140,New Zealand,State-owned enterprises,
tupu-tonu-ngapuhi-investment-fund,Tupu Tonu — Ngāpuhi Investment Fund,,,098832040,info@tuputonuinvestments.co.nz,http://www.tuputonu.co.nz/,,2021-05-17,,,,,,,PO Box 507,Wellington,6140,,,
unitec-institute-of-technology,UNITEC Institute of Technology,Te Whare Wānanga o Wairaka,,+6498494180,study@unitec.ac.nz,http://www.unitec.ac.nz/,http://www.unitec.ac.nz/about-us/contact-us,2020-08-17,,Carrington Road,Auckland,,New Zealand,,Private Bag 92025,Auckland,1142,New Zealand,Polytechnics/Institutes of technology,
universal-college-of-learning,Universal College of Learning,Te Pāe Mātauranga Ki Te Ao,0800468265,+6469527000,enquiry@ucol.ac.nz,http://www.ucol.ac.nz/,http://www.ucol.ac.nz/contact-us,2020-07-30,,Corner of King and Princess Streets,Palmerston North,4442,New Zealand,,Private Bag 11022,Palmerston North,4442,New Zealand,Polytechnics/Institutes of technology,
universities-nz,Universities New Zealand (UNZ),Te Pōkai Tara,,+6443818500,contact@universitiesnz.ac.nz,https://www.universitiesnz.ac.nz/,https://www.universitiesnz.ac.nz/about-universities-new-zealand/contact-us,2022-11-15,,142 Lambton Quay,Wellington,6011,New Zealand,,PO Box 860,Wellington,6140,New Zealand,Universities,
university-of-auckland,The University of Auckland,Waipapa Taumata Rau,0800616263,+6493737999,studentinfo@auckland.ac.nz,http://www.auckland.ac.nz,https://www.auckland.ac.nz/en/about/the-university/uoa-contact-us.html,2020-07-30,,24 Princes Street,Auckland,1010,New Zealand,,Private Bag 92019,Auckland,1142,New Zealand,Universities,
university-of-canterbury,University of Canterbury,Te Whare Wānanga O Waitaha,,+6433667001,info@canterbury.ac.nz,http://www.canterbury.ac.nz/,https://www.canterbury.ac.nz/about/contacts/contact-search/,2022-01-10,,20  Kirkwood Ave,Christchurch,8041,New Zealand,,Private Bag 4800,Christchurch,8140,New Zealand,Universities,
university-of-otago,University of Otago,Te Whare Wananga o Otago,0800808098,+6434797000,university@otago.ac.nz,http://www.otago.ac.nz/,http://www.otago.ac.nz/contacts/,2022-07-26,,362 Leith Street,Dunedin,9016,New Zealand,,PO Box 56,Dunedin,9054,New Zealand,Universities,
university-of-waikato,University of Waikato,Te Whare Wananga o Waikato,0800924528,+6478562889,info@waikato.ac.nz,http://www.waikato.ac.nz/,http://www.waikato.ac.nz/contacts/,2020-07-30,,Knighton Road,Hamilton,3216,New Zealand,,Private Bag 3105,Hamilton,3240,New Zealand,Universities,
upper-hutt-city-council,Upper Hutt City Council,,,+6445272169,askus@uhcc.govt.nz,http://www.upperhuttcity.com/,https://www.upperhuttcity.com/Contact-us,2020-06-15,,838 - 842 Fergusson Drive,Upper Hutt,5018,New Zealand,,Private Bag 907,Upper Hutt,5140,New Zealand,City Council,
valuers-registration-board,Valuers Registration Board,,0800665463,+6444600110,customersupport@linz.govt.nz,http://www.linz.govt.nz/valuation/valuers-registration-board/index.aspx,,2016-10-31,,,,,,,PO Box 5501,Wellington,6145,New Zealand,Public Service,land-information-new-zealand
veterans-affairs-new-zealand,Veterans’ Affairs New Zealand,Te Tira Ahu Ika A Whiro,08004838372,+6444952070,veterans@nzdf.mil.nz,https://www.veteransaffairs.mil.nz,https://www.veteransaffairs.mil.nz/contact-us/,2019-08-05,,,,,,,PO Box 5146,Wellington,6140,,Non-Public Service departments,new-zealand-defence-force
victoria-university-of-wellington,Victoria University of Wellington,Te Whare Wānanga o te Ūpoko o te Ika a Māui,,+6444721000,info@victoria.ac.nz,http://www.victoria.ac.nz,http://www.victoria.ac.nz/home/contact,2020-07-30,,Kelburn Parade,Wellington,6012,New Zealand,,PO Box 600,Wellington,6140,New Zealand,Universities,
waikato-district-council,Waikato District Council,,0800492452,+6478248633,info@waidc.govt.nz,http://www.waikatodistrict.govt.nz/,https://www.waikatodistrict.govt.nz/contact-us,2022-10-14,,15 Galileo Street,Ngaruawahia,3720,New Zealand,,Private Bag 544,Ngaruawahia,3720,New Zealand,District Council,
waikato-institute-of-technology,Waikato Institute of Technology,Te Kuratini o Waikato,08002946832,+6478386399,info@wintec.ac.nz,http://www.wintec.ac.nz/,http://www.wintec.ac.nz/about/Pages/contact-us.aspx,2020-07-30,,Tristam Street,Hamilton,3240,New Zealand,,Private Bag 3036,Hamilton,3240,New Zealand,Polytechnics/Institutes of technology,
waikato-regional-council,Waikato Regional Council,Te Kaunihera ā Rohe o Waikato,0800800401,+6478590999,info@waikatoregion.govt.nz,http://www.waikatoregion.govt.nz/,https://www.waikatoregion.govt.nz/council/contact-us/,2022-10-07,,160 Ward Street,Hamilton,3204,New Zealand,,Private Bag 3038,Hamilton,3240,New Zealand,Regional Council,
waimakariri-district-council,Waimakariri District Council,,0800965468,+6433118900,office@wmk.govt.nz,http://www.waimakariri.govt.nz/,https://www.waimakariri.govt.nz/your-council/contact-us,2022-10-11,,215 High Street,Rangiora,7400,New Zealand,,Private bag 1005,Rangiora,7440,New Zealand,District Council,
waimate-district-council,Waimate District Council,,,+6436890000,council@waimatedc.govt.nz,http://www.waimatedc.govt.nz/,https://www.waimatedc.govt.nz/council/contact-us/?ed-step=1,2022-10-14,,125 Queen Street,Waimate,7924,New Zealand,,PO Box 122,Waimate,7960,New Zealand,District Council,
waipa-district-council,Waipā District Council,,0800924723,+6478720030,info@waipadc.govt.nz,http://www.waipadc.govt.nz/,https://www.waipadc.govt.nz/contact-us,2022-10-17,,101 Bank Street,Te Awamutu,3800,New Zealand,,Private Bag 2402,Te Awamutu,3840,New Zealand,District Council,
wairoa-district-council,Wairoa District Council,,,+6468387309,administrator@wairoadc.govt.nz,http://www.wairoadc.govt.nz/,http://www.wairoadc.govt.nz/our-council/about/contact-us/,2022-10-11,,97-103  Queen Street,Hawke's Bay,4108,New Zealand,,PO Box 54,Hawke's Bay,4160,New Zealand,District Council,
waitaki-district-council,Waitaki District Council,,0800108081,+6434330300,service@waitaki.govt.nz,http://www.waitaki.govt.nz,http://www.waitaki.govt.nz/our-council/council-offices-and-contacts/Pages/default.aspx,2022-10-11,,20 Thames Street,Oamaru,9400,New Zealand,,Private Bag 50058,Oamaru,9444,New Zealand,District Council,
waitangi-tribunal,Waitangi Tribunal,,,+6449143000,WaitangiTribunal@justice.govt.nz,https://www.waitangitribunal.govt.nz/,https://www.waitangitribunal.govt.nz/contact-us/,2020-06-15,,141  The Terrace,Wellington,,New Zealand,,DX SX 11237,Wellington,,New Zealand,Public Service,
waitomo-district-council,Waitomo District Council,,08009324357,+6478780800,info@waitomo.govt.nz,http://www.waitomo.govt.nz/,https://www.waitomo.govt.nz/contact/,2022-10-11,,Queen Street,Te Kuiti,3941,New Zealand,,PO Box 404,Te Kuiti,3941,New Zealand,District Council,
wellington-city-council,Wellington City Council,Te Kaunihera o Pōneke,,+6444994444,info@wcc.govt.nz,http://www.wellington.govt.nz/,https://wellington.govt.nz/contact-us/contact-details,2024-10-23,,113 The Terrace,Wellington Central,6011,New Zealand,,PO Box 2199,Wellington,6140,New Zealand,City Council,
